"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5"
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-18",,,,,"0.01","0.3","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-19",,,,,"0.14","1.1","1.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-20",,,,,"0.20","3.3","4.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-21",,,,,"0.00","0.0","4.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-22",,,,,"0.00","0.0","3.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-23",,,,,"0.53","0.0","2.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-24",,,,,"0.12","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-25",,,,,"0.00","0.1","1.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-26",,,,,"0.00","0.0","1.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-27",,,,,"0.11","2.3","3.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-28",,,,,"0.00","0.0","2.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-29",,,,,"0.29","5.7","6.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-30",,,,,"0.00","0.1","6.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-31",,,,,"0.00","0.0","6.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-01",,,,,"0.00","0.0","5.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-02",,,,,"0.00","0.0","5.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-03",,,,,"0.00","0.0","3.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-04",,,,,"0.02","0.0","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-05",,,,,"0.20","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-06",,,,,"0.28","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-07",,,,,"0.11","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-08",,,,,"0.07","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-09",,,,,"0.01","0.3","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-10",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-11",,,,,"0.07","0.9","1.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-12",,,,,"0.31","1.7","1.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-13",,,,,"0.29","1.5","3.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-14",,,,,"0.11","2.3","4.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-15",,,,,"0.00","0.0","2.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-16",,,,,"0.00","0.0","1.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-17",,,,,"0.00","0.0","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-18",,,,,"0.31","4.7","5.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-19",,,,,"0.00","0.0","4.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-20",,,,,"0.00","0.0","3.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-21",,,,,"0.16","0.0","2.0",,,,,,,,"0.0",,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-22",,,,,"0.00","0.0","1.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-23",,,,,"0.00","0.0","1.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-24",,,,,"0.33","0.0","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-25",,,,,"0.01","0.2","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-26",,,,,"0.00","0.0","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-27",,,,,"0.06","1.1","1.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-02-28",,,,,"0.00","0.0","1.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-01",,,,,"0.00","0.0","1.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-02",,,,,"0.00","0.0","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-03",,,,,"0.00","0.0","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-04",,,,,"0.01","0.3","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-05",,,,,"0.00","0.2","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-06",,,,,"0.01","0.3","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-07",,,,,"0.01","0.4","1.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-08",,,,,"0.00","0.0","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-09",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-10",,,,,"0.67","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-11",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-12",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-13",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-14",,,,,"0.01","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-15",,,,,"0.53","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-16",,,,,"0.14","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-17",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-18",,,,,"0.01","0.2","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-19",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-20",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-21",,,,,"0.09","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-22",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-23",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-24",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-25",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-26",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-27",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-28",,,,,"0.01","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-29",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-30",,,,,"0.49","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-03-31",,,,,"0.79","0.3","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-01",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-02",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-03",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-04",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-05",,,,,"0.02","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-06",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-07",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-08",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-09",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-10",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-11",,,,,"0.07","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-12",,,,,"0.05","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-13",,,,,"0.14","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-14",,,,,"0.14","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-15",,,,,"0.78","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-16",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-17",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-18",,,,,"0.08","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-19",,,,,"0.46","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-20",,,,,"0.08","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-21",,,,,"0.74","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-22",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-23",,,,,"0.05","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-24",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-25",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-26",,,,,"0.94","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-27",,,,,"0.05","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-28",,,,,"0.26","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-29",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-04-30",,,,,"0.37","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-01",,,,,"1.38","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-02",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-03",,,,,"0.17","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-04",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-05",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-06",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-07",,,,,"0.12","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-08",,,,,"0.13","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-09",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-10",,,,,"0.07","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-11",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-12",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-13",,,,,"0.06","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-14",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-15",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-17",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-18",,,,,"0.22","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-19",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-20",,,,,"0.44","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-21",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-22",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-23",,,,,"0.25","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-24",,,,,"0.06","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-25",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-26",,,,,"0.07","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-27",,,,,"0.03","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-28",,,,,"0.13","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-29",,,,,"0.10","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-30",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-05-31",,,,,"0.37","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-01",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-02",,,,,"1.15","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-03",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-04",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-05",,,,,"0.01","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-06",,,,,"0.21","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-07",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-08",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-09",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-10",,,,,"0.57","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-11",,,,,"0.51","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-12",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-13",,,,,"0.50","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-14",,,,,"0.12","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-15",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-16",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-17",,,,,"0.29","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-18",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-19",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-20",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-21",,,,,"0.28","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-22",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-23",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-24",,,,,"0.07","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-25",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-26",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-27",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-28",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-29",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-06-30",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-01",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-02",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-03",,,,,"0.13","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-04",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-05",,,,,"0.35","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-06",,,,,"0.10","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-07",,,,,"0.31","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-08",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-09",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-10",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-11",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-12",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-13",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-14",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-15",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-16",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-17",,,,,"3.35","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-18",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-19",,,,,"0.03","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-20",,,,,"0.38","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-21",,,,,"0.07","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-22",,,,,"0.15","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-23",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-24",,,,,"0.05","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-25",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-26",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-27",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-28",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-29",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-30",,,,,"0.28","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-07-31",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-01",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-02",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-03",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-04",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-05",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-06",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-07",,,,,"0.13","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-08",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-09",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-10",,,,,"0.01","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-11",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-12",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-13",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-14",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-15",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-16",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-17",,,,,"0.06","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-18",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-19",,,,,"0.31","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-20",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-21",,,,,"0.03","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-22",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-08-23",,,,,"0.00","0.0","0.0",,,,,,,,,,
